code,total,train,dev,test
812.31,11,10,0,1
075,11,9,1,1
582.89,11,10,0,1
56.31,11,9,0,2
761.5,11,11,0,0
V26.52,11,6,2,3
427.2,11,10,0,1
161.8,11,8,1,2
51.64,11,9,2,0
39.53,11,9,0,2
225.4,11,7,1,3
80.06,11,8,2,1
389.7,11,9,0,2
879.4,11,10,0,1
821.20,11,10,0,1
488.1,11,8,1,2
V16.6,11,9,0,2
35.72,11,11,0,0
E939.1,11,11,0,0
V85.45,11,10,0,1
99.11,11,11,0,0
227.1,11,11,0,0
E968.8,11,7,2,2
253.8,11,11,0,0
36.04,11,8,1,2
802.26,11,9,0,2
654.21,11,11,0,0
779.8,11,11,0,0
52.09,11,9,1,1
253.0,11,11,0,0
69.09,11,10,0,1
84.57,11,10,0,1
81.53,11,11,0,0
710.8,11,4,2,5
225.1,11,10,0,1
123.1,11,10,0,1
237.70,11,10,0,1
83.19,11,8,2,1
590.2,11,11,0,0
50.0,11,11,0,0
772.4,11,11,0,0
824.6,11,10,0,1
282.4,11,11,0,0
37.66,11,10,0,1
280.8,11,10,1,0
E854.2,11,9,1,1
51.11,11,10,0,1
965.61,11,10,0,1
508.0,11,11,0,0
22.63,11,9,1,1
765.04,11,11,0,0
565.1,11,10,1,0
40.23,11,11,0,0
292.9,11,7,2,2
V65.3,11,7,0,4
959.12,11,10,0,1
E917.3,11,11,0,0
349.81,11,10,0,1
379.23,11,11,0,0
659.71,11,10,0,1
756.51,11,11,0,0
787.99,11,9,1,1
952.00,11,9,0,2
V10.49,11,9,0,2
442.89,11,10,0,1
851.41,11,9,1,1
327.21,11,10,0,1
03.95,11,11,0,0
900.03,11,10,0,1
376.01,11,10,1,0
V12.03,11,9,1,1
861.31,11,11,0,0
772.14,11,11,0,0
780.96,10,8,1,1
880.03,10,8,0,2
874.4,10,9,1,0
212.6,10,10,0,0
885.0,10,8,2,0
520.6,10,10,0,0
902.41,10,9,1,0
77.47,10,9,0,1
041.83,10,9,0,1
377.41,10,8,0,2
517.2,10,6,2,2
348.82,10,6,4,0
V32.01,10,10,0,0
55.53,10,10,0,0
781.6,10,5,3,2
691.8,10,10,0,0
154.8,10,10,0,0
44.62,10,9,1,0
506.0,10,6,0,4
785.1,10,10,0,0
43.0,10,6,1,3
V65.2,10,9,0,1
574.30,10,8,2,0
525.10,10,10,0,0
288.09,10,10,0,0
825.23,10,8,1,1
811.01,10,8,2,0
41.03,10,9,1,0
358.9,10,8,0,2
378.52,10,5,2,3
68.8,10,10,0,0
903.2,10,9,0,1
47.01,10,10,0,0
84.21,10,8,2,0
540.9,10,10,0,0
424.3,10,10,0,0
524.60,10,10,0,0
238.76,10,9,1,0
218.2,10,8,1,1
531.10,10,8,1,1
596.7,10,9,0,1
830.0,10,6,2,2
51.43,10,10,0,0
788.63,10,7,1,2
414.05,10,8,0,2
733.11,10,9,1,0
802.9,10,9,0,1
777.4,10,10,0,0
244.2,10,9,0,1
E980.9,10,10,0,0
53.72,10,9,0,1
823.12,10,9,0,1
250.30,10,10,0,0
310.9,10,9,0,1
00.72,10,9,1,0
42.24,10,10,0,0
803.22,10,10,0,0
747.21,10,9,0,1
823.10,10,10,0,0
816.00,10,9,1,0
239.7,10,9,0,1
766.0,10,10,0,0
304.73,10,9,0,1
757.32,10,10,0,0
648.94,10,7,0,3
83.88,10,8,0,2
659.61,10,8,1,1
336.8,10,10,0,0
958.93,10,8,1,1
V10.53,10,10,0,0
E944.7,10,9,0,1
614.4,10,10,0,0
729.82,10,10,0,0
255.10,10,7,1,2
596.6,10,9,0,1
241.9,10,7,1,2
821.29,10,8,1,1
287.30,10,9,0,1
968.0,10,10,0,0
08.52,10,10,0,0
581.1,10,10,0,0
38.05,10,10,0,0
E924.8,10,10,0,0
79.63,10,9,0,1
68.16,10,6,2,2
743.65,10,10,0,0
38.21,10,10,0,0
863.1,10,9,0,1
923.00,10,7,0,3
532.60,10,9,0,1
742.9,10,8,0,2
926.19,10,9,1,0
88.03,10,7,2,1
445.02,10,8,1,1
141.0,10,8,1,1
806.26,10,8,1,1
438.84,10,9,0,1
027.0,10,8,1,1
863.0,10,8,1,1
40.42,10,8,0,2
V15.07,10,8,2,0
447.9,10,6,1,3
32.39,10,8,1,1
574.40,10,10,0,0
778.0,10,10,0,0
368.13,10,6,2,2
388.69,10,10,0,0
357.4,10,8,0,2
464.00,10,9,0,1
748.5,10,10,0,0
790.8,10,5,0,5
372.39,10,9,0,1
V06.1,10,10,0,0
200.30,10,9,0,1
273.4,10,9,0,1
274.82,10,10,0,0
747.42,10,9,0,1
816.11,10,8,0,2
380.4,10,8,1,1
996.41,10,8,2,0
862.39,10,10,0,0
362.34,10,10,0,0
516.0,10,7,1,2
237.71,10,9,0,1
722.72,10,9,0,1
39.23,10,10,0,0
770.4,10,10,0,0
279.51,10,7,0,3
57.83,10,10,0,0
706.2,10,10,0,0
533.70,10,10,0,0
851.46,10,6,2,2
44.63,10,10,0,0
88.61,10,10,0,0
04.79,10,10,0,0
21.21,10,10,0,0
V54.12,10,7,0,3
235.2,10,8,0,2
06.2,10,8,0,2
666.32,10,9,1,0
277.1,10,9,1,0
728.0,10,10,0,0
999.33,10,7,1,2
461.3,10,8,2,0
V16.41,10,10,0,0
957.1,10,10,0,0
202.40,10,9,0,1
952.03,10,10,0,0
562.02,10,10,0,0
E945.2,10,8,1,1
379.43,10,8,1,1
349.2,10,8,0,2
721.8,10,10,0,0
714.2,10,1,0,9
161.9,10,10,0,0
533.40,10,9,0,1
800.25,10,10,0,0
762.1,10,10,0,0
52.59,10,9,0,1
54.64,10,10,0,0
01.22,10,10,0,0
729.2,10,10,0,0
288.66,10,7,0,3
969.6,9,7,0,2
171.3,9,8,0,1
626.8,9,9,0,0
958.91,9,5,1,3
444.09,9,6,1,2
535.11,9,8,0,1
706.1,9,9,0,0
E000.9,9,7,1,1
705.83,9,8,0,1
746.7,9,9,0,0
305.41,9,6,1,2
762.2,9,9,0,0
81.38,9,9,0,0
E957.1,9,7,1,1
881.22,9,9,0,0
453.3,9,7,2,0
76.31,9,9,0,0
130.7,9,7,2,0
614.3,9,8,0,1
765.01,9,9,0,0
425.11,9,8,0,1
04.49,9,8,0,1
323.82,9,8,1,0
279.4,9,9,0,0
345.01,9,7,1,1
78.07,9,7,1,1
235.7,9,8,0,1
950.0,9,8,0,1
806.06,9,7,2,0
01.26,9,6,2,1
999.82,9,5,1,3
50.14,9,7,0,2
77.77,9,9,0,0
287.9,9,9,0,0
282.40,9,6,1,2
415.0,9,8,0,1
45.34,9,9,0,0
191.4,9,8,1,0
00.84,9,5,2,2
040.0,9,7,1,1
825.35,9,7,0,2
802.28,9,9,0,0
543.9,9,8,0,1
312.9,9,8,0,1
318.0,9,9,0,0
464.31,9,8,1,0
E850.8,9,9,0,0
377.75,9,7,0,2
453.87,9,9,0,0
V85.23,9,8,1,0
478.22,9,8,1,0
839.01,9,8,0,1
87.76,9,9,0,0
617.9,9,8,0,1
794.4,9,8,1,0
369.9,9,8,1,0
04.04,9,8,0,1
344.01,9,8,1,0
814.00,9,9,0,0
31.44,9,9,0,0
45.33,9,9,0,0
764.03,9,9,0,0
755.63,9,7,1,1
V54.17,9,8,0,1
794.15,9,9,0,0
466.19,9,8,1,0
171.5,9,8,0,1
250.33,9,8,0,1
388.30,9,8,1,0
569.42,9,6,0,3
493.02,9,7,1,1
79.74,9,7,1,1
716.95,9,6,1,2
588.8,9,9,0,0
269.9,9,8,0,1
523.9,9,6,1,2
746.2,9,8,0,1
34.73,9,9,0,0
747.61,9,8,0,1
99.03,9,9,0,0
764.92,9,9,0,0
704.00,9,9,0,0
884.0,9,9,0,0
590.00,9,8,0,1
863.99,9,9,0,0
765.21,9,9,0,0
867.6,9,8,0,1
552.00,9,5,2,2
532.20,9,7,0,2
803.25,9,7,0,2
747.49,9,9,0,0
62.3,9,5,2,2
851.01,9,8,0,1
701.1,9,8,0,1
195.0,9,8,1,0
99.82,9,9,0,0
771.4,9,9,0,0
438.50,9,9,0,0
344.09,9,8,0,1
800.01,9,9,0,0
79.03,9,8,0,1
873.59,9,7,1,1
845.00,9,8,1,0
77.70,9,6,0,3
764.95,9,9,0,0
37.11,9,9,0,0
299.00,9,7,0,2
17.55,9,7,0,2
E931.3,9,8,0,1
68.6,9,9,0,0
E823.2,9,7,1,1
214.3,9,8,0,1
777.1,9,9,0,0
E950.1,9,9,0,0
281.2,9,5,2,2
996.03,9,8,0,1
880.02,9,8,0,1
526.4,9,9,0,0
483.0,9,7,2,0
45.41,9,9,0,0
953.4,9,9,0,0
821.33,9,9,0,0
995.27,9,7,0,2
89.38,9,9,0,0
251.5,9,7,0,2
864.14,9,8,1,0
808.53,9,7,0,2
742.1,9,8,0,1
57.92,9,9,0,0
793.89,9,7,2,0
V43.4,9,9,0,0
76.39,9,8,0,1
E001.0,9,7,1,1
754.81,9,7,0,2
V30.1,9,9,0,0
756.10,9,8,1,0
094.9,9,8,1,0
831.01,9,7,2,0
783.3,9,8,0,1
368.9,9,7,1,1
754.70,9,9,0,0
796.4,9,8,0,1
453.89,9,6,2,1
V18.3,9,5,1,3
97.61,9,6,1,2
04.12,9,9,0,0
807.5,9,8,0,1
722.73,9,8,1,0
338.21,9,8,0,1
357.7,9,7,1,1
620.8,9,8,0,1
453.75,9,7,0,2
38.63,9,8,1,0
189.1,9,9,0,0
746.83,9,9,0,0
133.0,9,9,0,0
E928.3,9,9,0,0
V15.09,9,8,0,1
854.06,9,7,0,2
40.64,9,8,0,1
425.3,9,8,0,1
815.03,9,7,1,1
38.04,9,7,0,2
81.47,9,8,1,0
86.62,9,9,0,0
802.38,9,9,0,0
301.22,9,9,0,0
614.0,9,9,0,0
464.50,9,9,0,0
806.21,9,9,0,0
252.0,9,9,0,0
440.30,9,8,1,0
355.3,9,8,1,0
438.30,9,9,0,0
904.41,9,7,1,1
172.5,8,7,0,1
180.9,8,7,0,1
811.02,8,7,0,1
365.10,8,8,0,0
972.0,8,8,0,0
74.0,8,8,0,0
301.81,8,7,0,1
198.81,8,6,2,0
747.69,8,5,0,3
729.4,8,8,0,0
726.11,8,7,0,1
292.84,8,8,0,0
96.57,8,7,0,1
204.11,8,5,1,2
E989,8,8,0,0
738.5,8,8,0,0
575.5,8,7,0,1
22.11,8,6,1,1
453.52,8,7,1,0
867.8,8,8,0,0
756.89,8,2,0,6
808.49,8,7,0,1
204.12,8,6,0,2
51.04,8,8,0,0
49.45,8,7,0,1
720.9,8,7,0,1
854.05,8,7,0,1
567.82,8,7,0,1
701.0,8,5,0,3
V10.61,8,5,0,3
156.9,8,8,0,0
491.8,8,8,0,0
E919.8,8,8,0,0
88.79,8,7,0,1
327.27,8,8,0,0
300.14,8,7,0,1
79.14,8,8,0,0
81.81,8,8,0,0
730.06,8,6,1,1
06.02,8,8,0,0
707.00,8,6,1,1
343.2,8,5,1,2
736.89,8,8,0,0
348.2,8,7,1,0
011.90,8,6,1,1
31.93,8,7,0,1
383.00,8,8,0,0
00.32,8,6,0,2
719.65,8,8,0,0
286.5,8,8,0,0
38.83,8,7,0,1
88.38,8,8,0,0
46.86,8,8,0,0
279.53,8,7,0,1
E855.1,8,6,0,2
681.00,8,6,2,0
864.12,8,8,0,0
996.78,8,7,1,0
621.0,8,6,1,1
719.49,8,5,0,3
969.72,8,6,1,1
813.33,8,7,0,1
789.39,8,7,1,0
250.93,8,7,0,1
701.9,8,8,0,0
646.63,8,7,0,1
716.80,8,7,1,0
252.02,8,4,3,1
868.09,8,7,0,1
480.2,8,6,1,1
344.40,8,6,1,1
57.6,8,7,1,0
453.77,8,7,0,1
780.50,8,5,1,2
55.02,8,7,1,0
648.44,8,7,0,1
971.1,8,6,1,1
88.71,8,7,0,1
376.30,8,7,1,0
404.03,8,8,0,0
813.23,8,6,2,0
V06.6,8,7,0,1
85.42,8,8,0,0
550.12,8,8,0,0
433.80,8,7,1,0
E852.8,8,8,0,0
438.6,8,6,1,1
523.8,8,7,0,1
715.34,8,6,1,1
202.82,8,4,2,2
V15.89,8,7,0,1
81.37,8,8,0,0
596.59,8,8,0,0
99.41,8,8,0,0
751.7,8,8,0,0
414.19,8,8,0,0
517.3,8,8,0,0
V02.53,8,6,1,1
793.5,8,8,0,0
303.02,8,6,0,2
201.98,8,6,0,2
79.12,8,6,0,2
879.2,8,7,0,1
879.8,8,7,0,1
721.7,8,8,0,0
529.0,8,8,0,0
56.74,8,7,0,1
955.3,8,5,0,3
493.21,8,8,0,0
839.42,8,8,0,0
821.30,8,7,0,1
780.33,8,7,0,1
78.49,8,7,1,0
892.0,8,7,0,1
442.0,8,8,0,0
70.77,8,8,0,0
153.7,8,8,0,0
V15.08,8,7,0,1
69.52,8,7,0,1
803.15,8,8,0,0
902.22,8,8,0,0
780.8,8,8,0,0
26.32,8,8,0,0
772.8,8,8,0,0
903.3,8,7,0,1
96.36,8,8,0,0
00.55,8,7,0,1
816.02,8,5,0,3
E955.0,8,8,0,0
410.82,8,7,0,1
863.21,8,8,0,0
956.3,8,7,0,1
714.9,8,3,2,3
865.13,8,8,0,0
174.4,8,8,0,0
575.6,8,6,1,1
728.2,8,6,2,0
37.97,8,8,0,0
625.8,8,8,0,0
79.04,8,8,0,0
851.42,8,8,0,0
757.39,8,8,0,0
868.02,8,6,1,1
997.32,8,6,2,0
E819.9,8,6,0,2
535.00,8,8,0,0
951.4,8,8,0,0
375.15,8,8,0,0
990,8,5,0,3
354.8,8,7,1,0
320.7,8,8,0,0
617.1,8,8,0,0
38.02,8,8,0,0
583.1,8,8,0,0
336.0,8,5,1,2
40.24,8,7,1,0
274.03,8,5,3,0
767.8,8,8,0,0
173.7,8,8,0,0
209.72,8,7,1,0
775.8,8,8,0,0
38.67,8,7,0,1
473.2,8,5,2,1
596.9,8,8,0,0
96.55,8,8,0,0
37.98,8,6,1,1
747.29,8,7,0,1
E888.0,8,7,1,0
806.08,8,7,0,1
890.1,8,7,0,1
200.50,8,7,0,1
451.83,8,7,0,1
790.2,8,8,0,0
801.15,8,6,2,0
78.09,8,8,0,0
53.41,8,8,0,0
300.22,8,8,0,0
369.3,8,6,1,1
E958.8,8,7,0,1
38.89,8,7,0,1
922.31,8,8,0,0
360.00,8,8,0,0
77.31,8,7,0,1
171.4,8,8,0,0
338.28,8,5,0,3
200.70,8,6,1,1
98.14,8,8,0,0
764.94,8,8,0,0
223.0,8,8,0,0
803.26,8,7,1,0
745.69,8,8,0,0
30.3,8,7,0,1
666.24,8,8,0,0
541,8,7,1,0
647.83,8,7,0,1
191.0,8,7,0,1
527.5,8,7,0,1
V86.0,8,3,0,5
478.1,8,8,0,0
V55.5,8,8,0,0
45.11,8,8,0,0
164.0,8,8,0,0
674.54,8,8,0,0
682.9,8,7,0,1
78.47,8,7,0,1
E917.0,8,8,0,0
788.43,8,6,1,1
99.99,8,7,1,0
812.40,8,8,0,0
421.9,8,8,0,0
150.3,8,8,0,0
344.81,8,8,0,0
E922.9,8,7,1,0
27.56,8,8,0,0
720.2,8,7,1,0
482.81,7,5,0,2
808.9,7,7,0,0
76.43,7,7,0,0
81.13,7,6,1,0
751.3,7,7,0,0
80.11,7,6,0,1
02.95,7,5,0,2
81.33,7,6,1,0
345.81,7,5,2,0
952.04,7,6,0,1
569.86,7,7,0,0
V43.1,7,7,0,0
188.2,7,6,1,0
77.48,7,6,1,0
235.3,7,7,0,0
83.49,7,5,0,2
341.0,7,7,0,0
00.71,7,6,1,0
470,7,7,0,0
07.62,7,6,0,1
443.23,7,7,0,0
V56.0,7,7,0,0
537.1,7,6,0,1
721.42,7,7,0,0
259.4,7,5,0,2
844.1,7,7,0,0
42.87,7,7,0,0
782.5,7,7,0,0
83.42,7,6,0,1
344.04,7,6,0,1
601.1,7,7,0,0
85.41,7,6,1,0
V85.25,7,7,0,0
34.72,7,5,0,2
191.5,7,7,0,0
148.1,7,4,0,3
79.76,7,6,1,0
30.09,7,5,0,2
70.50,7,7,0,0
97.89,7,6,0,1
83.63,7,5,2,0
78.63,7,7,0,0
117.7,7,5,0,2
302.50,7,6,1,0
564.2,7,7,0,0
755.50,7,7,0,0
783.1,7,6,0,1
318.2,7,4,1,2
82.45,7,7,0,0
235.5,7,5,0,2
E940.1,7,7,0,0
719.16,7,6,0,1
304.60,7,7,0,0
200.28,7,6,0,1
052.9,7,5,0,2
574.60,7,7,0,0
07.65,7,6,0,1
54.99,7,7,0,0
V59.6,7,7,0,0
33.20,7,6,1,0
01.28,7,6,1,0
344.30,7,5,1,1
823.21,7,6,1,0
923.03,7,6,0,1
V88.12,7,6,1,0
709.09,7,7,0,0
378.9,7,5,0,2
296.32,7,5,0,2
62.5,7,6,0,1
17.36,7,4,0,3
836.1,7,6,1,0
30.4,7,6,1,0
38.34,7,6,0,1
84.22,7,6,0,1
615.0,7,6,0,1
278.02,7,6,0,1
458.1,7,6,1,0
377.49,7,7,0,0
365.63,7,4,3,0
726.91,7,6,0,1
377.01,7,5,0,2
513.1,7,6,1,0
466.11,7,7,0,0
51.63,7,6,0,1
268.2,7,7,0,0
88.97,7,5,0,2
803.12,7,7,0,0
530.13,7,5,2,0
141.8,7,5,1,1
478.79,7,6,1,0
E813.1,7,7,0,0
173.4,7,7,0,0
V43.0,7,6,1,0
801.31,7,7,0,0
65.39,7,6,1,0
480.8,7,7,0,0
824.1,7,7,0,0
39.66,7,7,0,0
844.9,7,5,1,1
333.6,7,6,0,1
794.9,7,6,0,1
205.11,7,6,0,1
646.64,7,7,0,0
534.00,7,7,0,0
078.11,7,5,0,2
969.1,7,6,0,1
648.43,7,7,0,0
78.12,7,7,0,0
615.9,7,7,0,0
995.61,7,6,0,1
78.61,7,7,0,0
52.80,7,7,0,0
301.4,7,6,0,1
864.00,7,7,0,0
861.13,7,5,1,1
V10.84,7,5,0,2
56.41,7,7,0,0
55.01,7,7,0,0
601.2,7,6,1,0
25.2,7,6,0,1
85.34,7,7,0,0
701.8,7,7,0,0
337.22,7,6,1,0
83.13,7,6,1,0
862.22,7,7,0,0
80.83,7,7,0,0
882.1,7,6,0,1
38.68,7,5,1,1
25.1,7,7,0,0
203.01,7,7,0,0
00.64,7,7,0,0
78.05,7,7,0,0
788.38,7,6,1,0
771.82,7,7,0,0
054.19,7,6,1,0
33.93,7,7,0,0
79.17,7,7,0,0
996.77,7,6,1,0
727.61,7,5,1,1
22.2,7,6,0,1
053.79,7,6,0,1
473.3,7,5,2,0
309.4,7,7,0,0
272.6,7,7,0,0
871.1,7,7,0,0
378.87,7,5,0,2
686.01,7,7,0,0
333.72,7,7,0,0
756.3,7,7,0,0
86.26,7,7,0,0
039.1,7,6,0,1
812.50,7,7,0,0
493.81,7,7,0,0
959.7,7,4,1,2
620.1,7,5,0,2
737.12,7,5,0,2
569.2,7,7,0,0
722.90,7,6,0,1
820.03,7,7,0,0
94.25,7,7,0,0
722.11,7,7,0,0
863.30,7,6,0,1
40.21,7,7,0,0
521.81,7,5,0,2
E934.6,7,7,0,0
17.42,7,6,0,1
57.89,7,7,0,0
86.23,7,7,0,0
959.09,7,6,1,0
964.2,7,6,0,1
528.2,7,5,1,1
079.51,7,5,0,2
53.01,7,7,0,0
955.2,7,7,0,0
773.0,7,7,0,0
79.16,7,5,0,2
377.30,7,7,0,0
786.07,7,7,0,0
157.1,7,6,0,1
711.09,7,7,0,0
34.93,7,7,0,0
796.1,7,7,0,0
770.12,7,7,0,0
627.9,7,6,0,1
153.0,7,7,0,0
V16.49,7,7,0,0
75.34,7,7,0,0
383.9,7,6,0,1
V06.8,7,7,0,0
50.51,7,5,0,2
708.9,7,6,1,0
341.8,7,5,2,0
04.41,7,6,0,1
804.25,7,7,0,0
73.4,7,6,0,1
73.09,7,6,0,1
415.13,7,5,0,2
571.9,7,7,0,0
51.32,7,7,0,0
444.9,7,7,0,0
724.9,7,6,0,1
358.1,7,5,0,2
V02.51,7,6,0,1
E918,7,6,0,1
867.2,7,5,0,2
596.89,7,4,0,3
294.0,7,6,1,0
51.83,7,6,0,1
286.2,7,7,0,0
752.63,7,7,0,0
729.71,7,6,1,0
279.49,7,7,0,0
203.02,6,3,1,2
282.46,6,5,0,1
711.02,6,5,1,0
44.99,6,6,0,0
775.81,6,6,0,0
574.11,6,6,0,0
618.01,6,6,0,0
V15.04,6,6,0,0
81.32,6,6,0,0
V15.05,6,6,0,0
872.8,6,6,0,0
874.02,6,5,0,1
00.54,6,5,0,1
272.2,6,6,0,0
802.25,6,5,0,1
746.09,6,6,0,0
386.30,6,6,0,0
50.24,6,5,1,0
333.82,6,6,0,0
V13.89,6,5,1,0
916.2,6,5,0,1
83.94,6,6,0,0
295.92,6,6,0,0
V10.88,6,6,0,0
550.11,6,4,0,2
372.03,6,5,0,1
38.47,6,4,0,2
742.59,6,6,0,0
495.9,6,6,0,0
202.60,6,6,0,0
236.91,6,5,0,1
24.5,6,4,0,2
905.1,6,5,0,1
904.53,6,4,1,1
451.0,6,5,0,1
56.82,6,6,0,0
277.89,6,5,1,0
E929.1,6,6,0,0
38.65,6,5,0,1
75.69,6,3,1,2
573.5,6,4,1,1
17.33,6,5,0,1
723.8,6,6,0,0
81.65,6,4,2,0
834.02,6,4,1,1
E927.8,6,4,2,0
45.51,6,5,0,1
58.39,6,4,1,1
716.94,6,5,1,0
376.33,6,6,0,0
572.1,6,6,0,0
370.34,6,5,1,0
745.10,6,6,0,0
568.82,6,6,0,0
432.0,6,6,0,0
440.32,6,6,0,0
39.55,6,6,0,0
852.42,6,5,0,1
00.70,6,5,0,1
34.27,6,6,0,0
204.01,6,5,0,1
173.5,6,5,0,1
820.02,6,4,1,1
007.4,6,6,0,0
242.91,6,6,0,0
574.80,6,4,1,1
321.0,6,4,1,1
378.10,6,5,0,1
728.9,6,5,0,1
727.05,6,5,0,1
362.03,6,6,0,0
96.01,6,6,0,0
900.82,6,6,0,0
789.05,6,5,0,1
46.72,6,6,0,0
642.44,6,5,0,1
39.30,6,6,0,0
79.72,6,6,0,0
379.91,6,6,0,0
666.34,6,6,0,0
604.0,6,4,2,0
31.64,6,6,0,0
E950.7,6,5,0,1
625.3,6,5,0,1
796.0,6,5,1,0
620.5,6,5,0,1
464.51,6,6,0,0
275.01,6,6,0,0
46.76,6,6,0,0
E920.1,6,6,0,0
453.76,6,5,0,1
05.31,6,5,0,1
451.9,6,6,0,0
362.11,6,4,0,2
14.74,6,5,1,0
996.89,6,5,1,0
921.1,6,5,0,1
873.74,6,5,1,0
275.1,6,3,1,2
800.12,6,6,0,0
E930.6,6,5,0,1
82.36,6,6,0,0
363.20,6,5,0,1
053.0,6,5,1,0
094.0,6,6,0,0
823.81,6,6,0,0
V54.81,6,5,0,1
670.04,6,6,0,0
453.72,6,5,0,1
694.4,6,4,2,0
730.12,6,3,0,3
287.1,6,4,1,1
386.12,6,5,0,1
441.9,6,6,0,0
V10.62,6,6,0,0
756.14,6,6,0,0
79.11,6,6,0,0
532.30,6,5,0,1
346.20,6,6,0,0
453.50,6,4,0,2
260,6,6,0,0
482.32,6,5,1,0
746.86,6,6,0,0
171.0,6,4,0,2
371.40,6,5,0,1
E855.6,6,5,0,1
772.2,6,6,0,0
46.82,6,5,0,1
189.2,6,6,0,0
750.4,6,6,0,0
733.15,6,6,0,0
821.31,6,6,0,0
96.23,6,6,0,0
751.4,6,4,1,1
21.09,6,6,0,0
35.62,6,5,1,0
512.2,6,4,0,2
286.1,6,6,0,0
82.29,6,4,1,1
80.6,6,6,0,0
69.51,6,6,0,0
233.7,6,6,0,0
V60.2,6,5,0,1
150.1,6,5,1,0
362.31,6,6,0,0
77.87,6,4,0,2
526.89,6,6,0,0
906.4,6,6,0,0
825.1,6,5,0,1
E919.2,6,4,1,1
502,6,5,0,1
955.7,6,4,1,1
52.12,6,6,0,0
783.6,6,2,0,4
269.8,6,6,0,0
161.0,6,6,0,0
275.5,6,6,0,0
V85.24,6,5,1,0
239.5,6,6,0,0
747.40,6,5,0,1
813.82,6,5,0,1
301.20,6,6,0,0
674.84,6,5,0,1
79.13,6,6,0,0
839.03,6,6,0,0
980.2,6,5,0,1
008.63,6,5,0,1
702.0,6,5,1,0
738.3,6,6,0,0
161.1,6,5,0,1
391.1,6,6,0,0
825.22,6,5,0,1
E906.8,6,5,0,1
425.18,6,4,1,1
158.9,6,4,2,0
389.15,6,6,0,0
473.1,6,4,1,1
880.00,6,6,0,0
289.8,6,6,0,0
881.11,6,6,0,0
163.9,6,5,0,1
28.2,6,5,0,1
333.90,6,5,0,1
308.0,6,3,0,3
194.0,6,6,0,0
758.7,6,6,0,0
355.1,6,4,1,1
34.71,6,4,0,2
647.81,6,5,0,1
127.2,6,5,0,1
149.0,6,6,0,0
170.0,6,6,0,0
813.83,6,6,0,0
395.2,6,6,0,0
780.94,6,4,0,2
99.78,6,6,0,0
648.61,6,5,0,1
975.4,6,6,0,0
764.93,6,6,0,0
410.02,6,6,0,0
239.1,6,5,0,1
780.59,6,5,1,0
156.8,6,6,0,0
822.1,6,5,1,0
804.26,6,6,0,0
733.41,6,4,2,0
850.9,6,6,0,0
295.20,6,4,1,1
730.24,6,4,2,0
767.1,6,6,0,0
37.62,6,6,0,0
560.32,6,5,0,1
80.87,6,5,0,1
180.8,6,6,0,0
595.1,6,4,2,0
754.89,6,6,0,0
76.73,6,5,0,1
55.04,6,6,0,0
208.90,6,6,0,0
115.99,6,6,0,0
437.7,6,6,0,0
801.24,6,5,1,0
695.2,6,5,0,1
E910.8,6,5,0,1
873.52,6,4,0,2
36.31,6,6,0,0
E938.5,6,5,0,1
727.03,6,5,1,0
51.94,6,6,0,0
80.21,6,6,0,0
864.13,6,6,0,0
955.1,6,4,0,2
218.0,6,5,0,1
200.10,6,6,0,0
359.2,6,6,0,0
192.1,6,5,0,1
45.15,6,6,0,0
722.2,6,5,0,1
92.30,6,5,0,1
216.5,6,6,0,0
892.1,6,6,0,0
078.10,6,6,0,0
813.32,6,4,0,2
270.6,6,4,0,2
996.43,6,5,0,1
289.3,6,6,0,0
359.71,6,2,2,2
V45.09,6,5,0,1
48.52,6,4,1,1
E854.8,6,6,0,0
305.52,6,4,1,1
06.39,6,5,0,1
802.39,6,5,0,1
755.59,6,6,0,0
V69.4,6,5,0,1
863.45,6,3,1,2
616.4,6,6,0,0
607.2,6,5,1,0
753.15,6,6,0,0
927.20,6,6,0,0
608.9,6,6,0,0
88.63,6,6,0,0
85.21,6,6,0,0
289.50,6,3,0,3
674.32,6,6,0,0
558.2,6,6,0,0
879.6,6,6,0,0
51.59,6,5,0,1
607.82,6,4,0,2
96.70,6,6,0,0
753.22,6,5,0,1
719.02,6,5,0,1
84.18,6,6,0,0
903.8,6,6,0,0
315.8,6,5,1,0
735.4,6,5,0,1
E944.5,6,5,1,0
E818.7,6,6,0,0
03.79,6,6,0,0
762.4,6,6,0,0
785.9,6,4,0,2
532.41,6,5,1,0
998.02,5,4,0,1
625.9,5,4,0,1
713.1,5,5,0,0
V13.8,5,5,0,0
201.50,5,5,0,0
207.80,5,3,2,0
525.50,5,4,0,1
56.52,5,5,0,0
863.40,5,5,0,0
305.22,5,5,0,0
804.21,5,4,0,1
800.10,5,5,0,0
036.0,5,5,0,0
49.01,5,4,1,0
71.3,5,5,0,0
878.2,5,5,0,0
437.4,5,5,0,0
35.99,5,4,0,1
V58.41,5,5,0,0
78.03,5,4,0,1
80.39,5,4,0,1
813.52,5,5,0,0
32.6,5,5,0,0
715.80,5,3,0,2
434.00,5,5,0,0
790.21,5,3,1,1
82.12,5,4,0,1
83.5,5,5,0,0
322.0,5,5,0,0
966.1,5,5,0,0
293.1,5,5,0,0
447.71,5,5,0,0
304.02,5,5,0,0
V13.65,5,3,0,2
154.3,5,5,0,0
71.09,5,2,1,2
805.00,5,5,0,0
208.00,5,5,0,0
851.05,5,4,0,1
